Mega Cap,1154219970021036133
Large Cap,1154220030880399410
Mid Cap,1154220107531292702
Small Cap,1154220163802075246
Technology,1154220202142224414
Communications,1154220450767978576
Financials,1154220451665543272
Industrials,1154220453100015636
Energy,1154220455507533865
Healthcare,1154220456338018405
Materials,1154220457113952296
Utilities,1154220457541775423
Real Estate,1154220458800054383
Consumer,1154220447894880257
